Session_Duration,Page_Views,Purchase_Amount,Bounce_Rate
35.65,7.0,89.52,8.59
42.61,10.0,488.35,91.87
21.85,6.0,386.16,17.46
17.78,15.0,73.4,65.66
56.57,8.0,201.53,30.9
11.63,7.0,283.11,54.23
24.65,7.0,35.54,49.69
29.11,8.0,192.04,25.74
51.72,19.0,196.16,27.83
55.31,17.0,451.17,15.69
33.41,2.0,32.67,18.02
34.58,5.0,198.08,7.34
3.84,5.0,81.41,17.54
20.63,2.0,128.8,3.99
24.46,19.0,374.61,48.34
35.32,4.0,387.38,18.67
42.97,,363.94,21.73
46.53,4.0,340.75,75.84
14.87,13.0,330.39,36.72
8.19,,179.21,7.0
22.64,12.0,369.88,83.8
41.64,1.0,98.05,81.99
58.99,1.0,202.16,99.83
27.01,9.0,254.06,47.5
19.76,1.0,281.37,82.88
34.86,5.0,496.48,61.96
48.05,15.0,67.68,58.68
10.05,12.0,242.52,95.55
7.79,9.0,299.58,15.42
43.44,9.0,123.96,49.18
27.76,4.0,115.73,41.54
34.29,10.0,181.35,86.81
40.95,4.0,294.64,34.91
13.23,,21.28,68.05
9.29,1.0,158.74,50.96
34.91,15.0,317.78,40.42
50.27,16.0,309.12,89.79
18.23,7.0,76.04,25.95
39.13,14.0,209.07,78.92
16.25,15.0,95.32,1.17
50.98,,395.44,91.12
43.44,7.0,382.62,14.59
51.4,9.0,404.93,56.71
40.81,18.0,22.36,15.53
4.92,16.0,47.76,37.35
34.32,16.0,140.6,72.03
42.79,18.0,313.78,50.08
11.06,6.0,7.85,82.25
21.86,9.0,188.93,89.13
44.81,17.0,331.97,66.07
36.45,19.0,271.97,18.34
10.43,8.0,172.63,98.17
50.16,4.0,77.27,69.5
22.73,9.0,435.64,98.71
5.0,15.0,216.35,15.36
5.42,3.0,202.38,26.82
34.47,14.0,309.61,30.85
41.98,8.0,230.74,27.19
3.11,12.0,108.03,52.95
17.95,5.0,17.97,81.58
7.94,7.0,87.81,87.43
52.22,9.0,164.23,39.68
22.39,5.0,351.14,13.17
37.44,9.0,299.11,89.59
16.74,14.0,449.93,52.24
51.74,7.0,132.14,86.56
52.53,8.0,451.71,70.87
20.85,4.0,13.47,48.81
42.29,19.0,418.34,45.26
41.32,4.0,208.31,24.19
35.02,13.0,350.57,43.43
50.03,19.0,165.66,62.78
35.75,5.0,341.85,6.76
16.4,,458.27,66.6
10.69,15.0,250.83,69.51
42.29,5.0,321.49,22.61
54.1,14.0,387.41,42.44
31.56,15.0,121.4,64.89
55.12,1.0,36.44,1.07
30.69,4.0,155.19,27.14
52.97,11.0,152.12,40.97
10.51,17.0,344.66,87.75
26.29,18.0,480.18,93.8
9.8,3.0,115.92,5.72
16.45,17.0,237.03,32.26
10.2,12.0,53.02,59.03
3.23,,326.37,49.11
3.7,9.0,418.58,68.51
57.28,10.0,333.84,24.27
19.74,19.0,262.08,98.55
16.9,8.0,222.17,4.97
24.38,,261.31,19.89
11.02,5.0,61.41,75.12
15.7,10.0,113.34,7.02
51.57,5.0,173.26,57.42
43.36,,210.03,25.96
19.07,6.0,64.17,76.34
13.97,12.0,439.05,82.14
36.46,18.0,180.25,89.95
18.28,6.0,435.54,81.97
26.48,8.0,331.55,75.51
16.17,5.0,396.43,6.2
26.66,5.0,274.3,9.34
25.61,3.0,479.96,19.56
10.91,6.0,480.18,49.93
23.44,5.0,226.54,32.58
12.94,2.0,402.37,85.68
54.17,2.0,494.57,7.04
57.03,8.0,369.86,46.01
19.26,19.0,225.71,61.28
17.71,11.0,96.52,13.6
53.02,8.0,54.9,4.94
38.46,5.0,7.55,40.03
51.86,9.0,452.37,54.38
14.08,17.0,477.08,88.94
7.09,11.0,302.04,88.78
15.57,12.0,232.12,62.53
14.41,17.0,384.17,26.25
44.66,3.0,22.01,38.46
12.67,6.0,71.82,9.6
33.59,18.0,210.69,28.53
47.56,1.0,186.69,7.13
59.88,,62.56,6.6
34.05,,201.08,43.32
37.73,,209.02,0.59
32.83,,441.03,33.34
42.59,13.0,363.09,46.91
59.62,4.0,109.05,63.6
23.9,17.0,451.2,82.34
37.31,10.0,341.72,2.51
41.23,5.0,259.01,12.08
35.94,14.0,403.29,60.82
41.61,13.0,212.2,0.88
36.2,6.0,350.31,82.03
24.89,13.0,253.68,4.88
34.39,2.0,403.11,23.51
46.04,18.0,8.3,41.24
33.05,,342.87,58.95
12.1,2.0,433.51,22.19
13.31,5.0,192.18,18.86
23.11,11.0,7.65,72.65
53.73,19.0,120.54,35.48
40.99,6.0,201.54,30.12
4.42,17.0,49.35,90.85
51.1,16.0,147.4,68.95
24.0,13.0,181.34,64.85
29.49,6.0,62.24,3.31
2.71,5.0,149.56,83.06
1.33,11.0,169.63,90.93
51.36,18.0,265.34,23.81
52.76,10.0,213.42,41.33
20.36,10.0,197.94,90.88
47.42,16.0,213.51,12.11
40.47,13.0,203.48,18.76
59.71,19.0,168.99,96.93
18.15,13.0,248.19,33.06
52.23,13.0,172.04,84.17
36.01,16.0,49.66,7.19
23.24,18.0,304.52,21.72
54.81,2.0,83.48,95.84
41.32,10.0,339.0,38.1
15.07,10.0,364.64,99.98
16.73,16.0,170.41,86.59
4.1,10.0,116.44,74.47
54.38,,380.11,59.49
45.59,13.0,490.61,69.95
6.85,9.0,182.13,83.1
33.85,8.0,160.09,77.58
33.03,14.0,197.86,32.83
26.14,6.0,241.11,57.04
41.57,17.0,28.6,42.34
42.27,4.0,334.64,63.37
35.35,3.0,161.0,79.47
11.13,10.0,22.53,68.83
17.31,14.0,377.56,11.8
25.9,6.0,237.97,84.83
20.03,9.0,103.46,13.73
47.24,11.0,191.2,44.04
19.39,6.0,74.81,2.61
31.91,4.0,199.76,10.96
20.3,16.0,60.8,95.95
28.41,15.0,249.15,95.03
9.04,1.0,372.74,76.34
1.34,8.0,178.22,98.0
1.5,16.0,78.53,13.25
19.86,5.0,354.07,17.8
47.14,19.0,370.56,87.03
58.82,10.0,247.45,38.97
50.65,10.0,212.51,47.95
35.27,5.0,174.45,42.88
29.18,16.0,39.74,14.06
44.73,,304.17,81.56
6.6,10.0,87.07,2.07
25.05,8.0,283.04,90.86
42.89,7.0,198.33,16.07
42.4,12.0,191.61,49.23
36.9,7.0,352.71,76.81
17.38,11.0,152.55,15.46
44.43,10.0,358.9,80.79
56.43,14.0,46.57,81.28
18.26,12.0,89.23,73.37
1.98,17.0,75.19,29.97
25.41,9.0,400.19,8.12
13.55,6.0,135.14,20.25
1.13,,65.99,12.55
57.26,17.0,344.64,17.14
13.36,13.0,303.79,3.37
45.39,4.0,454.78,52.79
7.78,18.0,439.69,80.39
14.16,14.0,189.2,97.46
46.54,6.0,445.46,76.35
52.89,18.0,359.59,62.83
50.33,14.0,212.81,80.8
15.83,4.0,243.86,7.2
15.57,7.0,348.09,81.58
19.39,9.0,123.96,2.52
36.36,6.0,153.1,38.87
13.37,16.0,376.6,15.33
35.51,,70.59,37.52
34.53,7.0,395.0,98.37
15.19,14.0,120.0,77.87
39.41,19.0,218.39,27.93
40.85,1.0,114.93,51.51
47.49,,244.67,22.53
12.54,1.0,92.02,45.64
34.76,,485.08,61.92
13.79,9.0,223.6,8.33
31.79,3.0,488.13,47.06
59.96,3.0,233.63,27.35
44.92,16.0,463.87,69.9
39.75,18.0,164.66,98.44
22.47,9.0,11.54,12.72
34.99,12.0,167.87,4.09
3.04,12.0,163.19,61.17
50.56,17.0,247.6,41.35
42.62,7.0,416.84,88.57
11.13,4.0,75.07,53.57
57.89,13.0,20.55,96.91
31.66,8.0,46.84,2.29
47.81,9.0,361.29,22.65
32.59,11.0,487.45,65.08
25.03,,385.22,31.45
36.67,12.0,264.95,62.04
14.43,3.0,327.03,29.64
23.45,10.0,222.52,31.52
39.43,7.0,479.06,17.46
56.29,4.0,336.05,37.63
11.37,4.0,166.29,86.85
20.94,4.0,266.07,27.73
36.66,5.0,316.52,94.96
18.17,14.0,219.22,5.81
58.83,5.0,429.46,84.07
12.89,9.0,463.07,32.22
54.58,19.0,42.59,72.37
32.42,15.0,70.15,86.67
35.44,1.0,359.86,18.47
48.0,6.0,386.77,13.83
3.98,6.0,246.49,41.4
36.05,,313.35,55.39
6.61,19.0,3.68,24.31
38.07,19.0,224.03,73.95
51.86,1.0,396.78,10.99
45.45,11.0,356.43,9.12
13.8,16.0,190.96,46.29
12.21,5.0,427.59,99.16
15.54,6.0,248.56,69.6
4.39,11.0,73.15,25.66
16.21,6.0,322.59,74.92
21.61,15.0,483.86,87.01
8.23,5.0,56.47,51.3
45.61,11.0,34.69,28.07
12.13,3.0,37.4,52.82
2.41,16.0,79.76,87.46
37.95,6.0,188.81,69.34
17.1,8.0,447.03,77.86
59.95,14.0,313.76,8.03
33.41,,206.97,57.51
41.43,6.0,111.96,7.18
25.05,14.0,252.68,97.34
4.36,7.0,356.4,59.21
2.76,17.0,104.62,60.07
31.93,18.0,367.91,31.17
53.49,2.0,427.76,68.33
33.87,,244.4,45.57
45.23,10.0,280.71,26.78
28.44,2.0,474.1,37.84
21.75,15.0,204.07,75.35
22.21,12.0,33.4,11.6
34.98,19.0,285.06,80.99
1.38,,106.52,75.25
43.98,,225.1,30.76
34.98,11.0,414.98,96.94
48.82,19.0,160.92,74.08
9.86,14.0,293.37,12.48
15.06,4.0,141.27,31.12
44.19,7.0,136.15,7.06
12.19,16.0,17.03,17.27
10.03,17.0,334.55,12.79
36.26,3.0,99.03,80.45
39.5,16.0,351.41,40.05
46.3,4.0,395.35,7.21
52.5,12.0,364.6,66.47
1.09,19.0,396.59,3.74
17.62,12.0,38.01,15.71
1.66,12.0,40.61,64.54
44.34,18.0,383.72,78.74
26.76,6.0,287.99,45.57
52.52,,402.68,90.07
55.81,7.0,248.83,49.41
30.07,12.0,327.56,1.28
39.15,4.0,163.34,98.97
30.49,18.0,181.41,9.83
13.82,7.0,105.4,53.98
19.58,,100.07,37.06
30.45,18.0,416.21,38.82
57.94,,456.3,81.91
23.97,15.0,259.88,68.08
27.26,5.0,2.24,4.03
44.05,19.0,347.21,79.56
53.3,,182.8,99.89
57.36,16.0,432.73,12.46
35.89,,272.79,64.21
30.43,16.0,228.47,68.83
23.96,15.0,47.03,42.75
13.18,7.0,488.47,75.51
44.44,13.0,443.34,59.76
29.85,7.0,215.18,81.69
59.89,11.0,228.54,89.01
37.63,4.0,126.59,5.66
36.01,3.0,188.27,3.26
9.08,3.0,443.39,55.17
45.83,12.0,113.1,8.63
27.83,,372.15,74.88
1.82,18.0,189.52,76.6
10.14,12.0,194.25,8.43
54.06,19.0,249.43,97.19
3.28,15.0,288.94,40.92
15.7,14.0,490.74,91.78
35.63,,46.55,73.06
16.44,16.0,81.31,66.81
19.64,12.0,101.83,57.78
12.94,5.0,449.1,34.12
24.29,16.0,387.08,45.08
27.74,19.0,332.71,25.27
7.29,4.0,432.47,30.06
54.46,,132.43,32.32
23.21,6.0,352.77,89.08
24.3,15.0,207.05,91.12
57.65,5.0,167.91,95.8
54.98,2.0,142.73,60.0
55.23,18.0,359.87,13.5
56.52,9.0,252.7,8.3
17.05,3.0,185.69,58.93
46.53,15.0,484.63,79.78
56.99,11.0,28.1,82.78
21.15,19.0,198.79,12.36
34.81,15.0,30.15,1.47
51.13,19.0,448.17,18.86
35.48,19.0,349.48,88.37
46.29,4.0,493.4,53.2
53.36,11.0,84.47,33.97
28.24,9.0,214.54,90.15
31.1,7.0,231.34,82.58
4.87,14.0,410.63,85.09
35.25,1.0,39.26,52.45
20.79,,309.48,27.21
22.31,17.0,323.99,95.7
22.54,8.0,64.76,30.83
53.05,6.0,324.92,25.75
20.07,2.0,266.84,30.94
41.98,13.0,216.78,19.96
7.96,12.0,142.88,2.71
3.58,11.0,141.12,44.19
29.82,7.0,42.69,39.84
25.09,7.0,333.37,79.24
56.74,5.0,72.65,58.44
14.34,2.0,3.87,69.32
52.21,12.0,239.65,45.26
45.79,11.0,421.66,2.46
6.04,18.0,207.54,46.67
38.0,4.0,202.82,56.78
37.01,9.0,251.03,37.0
34.59,5.0,308.52,91.14
5.52,10.0,54.54,74.98
53.34,1.0,143.16,51.87
44.15,9.0,196.09,82.67
35.55,,47.81,2.08
9.62,7.0,71.4,56.97
16.5,11.0,332.12,72.62
51.35,8.0,46.44,17.7
27.35,14.0,330.48,40.22
12.44,19.0,452.78,2.37
22.81,11.0,393.62,68.2
6.5,,76.93,2.0
52.78,,453.89,14.27
18.96,6.0,407.54,15.73
28.09,4.0,451.07,96.72
58.35,16.0,405.72,48.66
26.59,5.0,10.48,12.38
35.92,15.0,201.92,0.09
37.72,,436.05,93.79
13.4,19.0,101.11,78.49
53.02,14.0,282.19,84.6
48.48,,410.91,94.1
43.46,10.0,75.05,76.68
20.5,18.0,473.17,28.9
34.55,,118.36,62.68
39.98,16.0,457.81,36.81
22.5,14.0,499.93,99.68
57.7,12.0,193.95,93.12
10.46,,297.91,67.92
32.68,1.0,106.85,90.36
42.14,11.0,199.69,14.27
34.85,14.0,114.51,97.54
39.69,19.0,263.41,19.07
55.42,3.0,274.7,91.17
22.24,1.0,156.32,44.87
45.44,10.0,442.98,27.98
9.59,4.0,437.38,44.63
13.22,13.0,123.29,77.21
20.58,10.0,111.47,53.8
33.63,13.0,377.88,38.93
38.84,15.0,475.95,9.85
6.78,5.0,127.22,68.55
19.22,,45.63,8.77
52.2,2.0,37.11,95.89
51.82,10.0,15.22,19.79
37.31,,408.83,8.71
58.65,16.0,299.24,38.99
40.63,11.0,478.69,50.86
15.63,2.0,354.06,74.7
30.96,3.0,83.28,43.51
10.91,12.0,13.67,94.27
51.76,4.0,484.62,92.81
13.78,16.0,85.36,71.6
13.48,18.0,296.44,5.26
57.97,7.0,54.29,95.96
18.14,17.0,57.98,96.72
49.49,1.0,350.57,52.15
7.04,9.0,67.29,82.98
18.49,17.0,192.28,10.54
23.01,9.0,44.25,15.29
42.14,13.0,359.03,9.15
23.0,10.0,147.99,53.72
12.87,3.0,55.9,90.88
22.46,10.0,391.99,27.9
58.59,12.0,351.74,44.61
53.43,6.0,200.67,70.2
36.53,15.0,416.4,98.74
9.78,7.0,98.94,50.48
54.02,1.0,355.79,31.73
38.07,14.0,5.85,96.74
36.03,,362.08,94.46
29.65,13.0,238.63,59.86
46.06,16.0,475.06,91.68
28.26,,48.07,22.68
3.7,16.0,135.89,73.42
3.21,3.0,20.9,40.77
56.1,10.0,238.63,78.13
52.65,,201.37,56.07
22.88,9.0,134.4,7.56
12.95,13.0,272.31,44.55
49.01,10.0,41.42,30.6
44.08,12.0,298.84,5.92
24.24,2.0,316.07,88.27
53.15,2.0,263.79,78.98
24.67,11.0,6.64,4.31
52.53,7.0,63.09,11.29
26.09,19.0,139.54,61.97
9.23,7.0,442.31,33.07
24.51,17.0,192.0,66.46
26.92,6.0,310.3,16.98
19.19,5.0,474.81,65.42
57.53,19.0,18.53,34.39
22.88,6.0,23.16,73.24
28.38,10.0,38.4,37.17
54.0,17.0,115.54,24.04
24.74,10.0,254.93,18.66
18.67,14.0,422.02,9.33
56.39,7.0,201.65,76.48
11.05,,164.7,1.19
55.87,17.0,379.35,25.66
37.83,3.0,279.4,87.44
10.11,4.0,385.26,23.29
34.8,10.0,90.97,75.14
58.85,12.0,335.23,89.68
1.28,17.0,376.09,94.28
40.11,19.0,172.47,79.39
15.9,1.0,212.98,88.47
40.61,9.0,199.06,55.47
7.49,16.0,289.39,41.46
12.38,1.0,126.41,24.66
21.06,5.0,9.03,19.41
17.03,12.0,139.91,75.52
37.77,6.0,8.14,63.85
27.55,1.0,464.93,45.33
36.81,4.0,386.45,42.23
45.76,9.0,465.28,52.46
6.62,8.0,166.56,12.56
2.34,5.0,223.82,35.42
40.24,1.0,332.92,1.71
57.99,3.0,220.07,64.29
43.76,11.0,146.66,5.23
13.54,17.0,399.99,68.23
54.92,15.0,25.4,13.78
8.44,17.0,4.8,87.82
52.21,12.0,214.51,82.49
27.41,10.0,439.23,2.74
20.0,4.0,24.72,51.56
32.9,15.0,387.91,50.11
31.49,,235.15,5.35
12.9,4.0,455.73,68.23
52.34,10.0,57.61,80.07
49.85,15.0,387.78,26.23
57.42,19.0,431.45,34.31
38.49,,101.52,17.56
48.9,14.0,162.54,57.73
38.6,2.0,71.03,42.75
55.12,16.0,404.94,58.36
16.67,13.0,382.09,78.97
48.64,3.0,350.54,23.33
45.47,10.0,304.92,54.86
39.56,15.0,22.23,40.3
26.81,,408.2,79.74
12.33,10.0,99.71,32.92
35.22,7.0,334.56,34.31
57.77,11.0,288.55,57.74
50.48,16.0,149.86,23.84
11.05,8.0,165.19,38.9
11.43,1.0,124.06,33.9
34.68,2.0,162.98,0.12
35.12,2.0,477.13,91.65
40.16,19.0,404.37,32.89
47.34,11.0,113.62,50.38
21.8,17.0,149.02,91.0
25.0,,283.6,73.21
58.93,6.0,141.51,7.5
53.34,8.0,468.04,17.46
14.16,4.0,7.66,95.67
43.51,15.0,487.73,69.29
41.05,4.0,66.25,17.1
48.7,16.0,273.27,48.38
42.66,10.0,196.5,43.75
43.27,9.0,136.05,24.57
28.59,9.0,365.92,36.63
6.41,1.0,360.8,10.28
54.33,2.0,68.9,62.58
21.5,18.0,333.05,73.64
15.32,19.0,276.42,87.26
1.17,14.0,39.23,48.86
20.18,10.0,144.13,21.92
8.55,6.0,93.81,50.47
37.31,11.0,303.25,46.92
21.6,19.0,245.97,64.1
30.67,12.0,380.77,65.0
20.17,8.0,403.36,53.49
48.52,5.0,159.19,33.7
8.31,,233.25,47.79
16.26,14.0,260.71,86.14
27.71,16.0,117.46,68.35
32.38,,15.81,17.44
56.74,8.0,379.26,61.2
49.55,3.0,246.32,30.99
47.22,8.0,183.75,80.26
58.24,13.0,227.79,37.38
29.84,15.0,313.03,58.39
58.82,18.0,278.45,26.82
43.41,5.0,37.61,40.45
48.39,1.0,156.83,16.21
40.51,9.0,29.37,18.45
14.25,19.0,292.66,25.05
32.29,10.0,233.0,51.17
4.44,5.0,401.2,73.93
44.56,9.0,352.65,33.61
54.86,3.0,76.35,11.05
18.42,8.0,341.13,63.31
43.15,,213.45,30.06
3.83,18.0,309.29,91.4
53.68,,332.7,15.09
17.29,,439.78,87.19
31.77,15.0,90.88,68.95
11.95,16.0,14.93,58.51
39.21,4.0,393.76,91.8
55.03,12.0,302.55,42.95
54.9,17.0,189.58,57.4
31.25,,307.43,8.85
18.57,8.0,145.74,61.64
52.65,3.0,61.8,44.12
58.89,5.0,21.42,11.04
36.89,10.0,451.09,79.27
23.55,,224.88,57.75
44.62,,358.25,12.7
2.3,4.0,44.52,30.6
5.5,10.0,242.0,87.99
11.29,17.0,240.37,0.34
13.44,,442.26,89.07
53.83,10.0,235.36,26.46
15.39,17.0,267.32,86.17
22.81,14.0,452.33,34.39
16.96,,413.97,0.42
40.59,15.0,460.84,58.83
27.22,7.0,97.86,71.15
14.7,4.0,127.69,19.29
54.1,19.0,144.77,88.56
36.33,13.0,481.97,63.87
30.8,,299.05,37.76
56.32,5.0,305.44,97.14
45.39,2.0,0.01,46.74
31.86,4.0,23.43,62.23
8.33,8.0,481.85,40.04
49.77,1.0,369.26,6.1
16.06,8.0,172.37,75.25
4.21,,418.15,97.62
40.87,5.0,335.17,59.62
16.2,7.0,327.37,30.89
46.64,17.0,241.66,42.34
12.9,4.0,375.71,91.35
18.38,12.0,78.11,35.25
26.56,2.0,405.81,43.62
39.95,16.0,184.38,29.07
48.19,3.0,376.56,44.9
13.55,15.0,53.98,16.6
32.37,18.0,395.46,98.92
21.12,,387.7,73.2
39.99,14.0,457.62,96.66
40.77,6.0,333.99,59.1
9.38,17.0,117.27,8.85
47.59,,480.08,45.74
22.69,14.0,396.47,51.05
54.7,14.0,177.77,21.71
48.98,5.0,301.32,40.48
17.68,2.0,111.9,63.09
59.8,11.0,311.13,36.93
52.24,18.0,335.9,31.1
24.21,13.0,339.33,44.06
54.44,12.0,342.32,21.09
46.07,3.0,11.5,87.59
7.02,11.0,118.87,36.2
26.58,2.0,320.25,75.05
18.1,12.0,22.86,69.17
36.4,9.0,351.86,62.1
46.35,14.0,430.59,54.16
57.09,17.0,29.82,46.51
6.8,7.0,343.37,53.69
48.41,7.0,140.07,6.93
17.36,5.0,275.25,95.92
32.98,14.0,5.68,83.42
20.17,14.0,329.1,74.94
48.61,17.0,152.5,78.59
58.44,16.0,413.18,94.98
23.96,7.0,407.37,45.83
13.02,15.0,183.85,82.38
9.64,4.0,91.75,53.25
12.5,11.0,403.11,94.13
56.8,4.0,231.59,18.59
10.05,11.0,51.72,20.09
6.05,15.0,415.99,96.05
47.77,10.0,313.76,39.36
6.79,11.0,35.73,59.34
25.04,6.0,270.3,73.66
38.07,9.0,308.3,95.85
33.92,15.0,114.83,90.4
19.67,6.0,412.1,95.81
44.3,14.0,284.33,75.92
50.93,16.0,178.06,2.1
27.97,1.0,126.62,41.28
33.36,12.0,446.96,36.68
38.55,3.0,206.16,62.4
28.27,13.0,45.69,69.8
11.84,8.0,37.93,96.7
23.41,1.0,454.35,97.28
14.56,7.0,102.05,59.7
3.4,18.0,469.9,13.95
41.52,5.0,101.22,37.29
27.83,19.0,230.41,63.64
11.99,19.0,297.74,35.92
12.78,6.0,294.44,72.39
30.23,9.0,359.13,28.84
58.23,12.0,257.39,37.7
39.42,6.0,332.55,37.44
29.07,2.0,209.16,52.59
34.72,,8.61,15.95
33.86,5.0,206.24,26.91
52.81,19.0,157.02,14.76
7.48,3.0,189.22,50.56
57.19,17.0,135.12,63.05
17.05,15.0,75.83,60.67
14.61,19.0,94.44,31.06
45.23,12.0,252.86,96.48
48.52,10.0,9.29,62.79
9.76,3.0,48.94,32.72
30.11,,184.93,58.07
52.43,10.0,183.13,85.03
56.69,12.0,361.85,70.66
30.46,8.0,304.68,6.23
35.67,8.0,376.83,98.93
23.98,2.0,97.93,15.97
17.92,9.0,457.94,3.99
10.44,10.0,6.73,0.15
6.48,2.0,275.64,7.92
3.16,6.0,442.76,94.5
3.72,5.0,171.74,85.97
31.23,2.0,366.66,58.19
8.34,14.0,64.12,39.45
11.44,19.0,396.99,73.28
58.55,8.0,70.98,58.14
11.62,4.0,480.5,51.14
4.8,2.0,91.95,23.48
38.67,13.0,115.98,58.67
27.22,13.0,496.26,84.17
16.77,3.0,1.06,4.23
51.94,6.0,344.92,3.8
53.65,3.0,9.2,51.13
32.02,1.0,400.25,45.56
53.37,5.0,453.08,59.27
41.76,15.0,51.09,27.43
48.7,2.0,91.56,66.75
29.97,12.0,4.22,63.28
8.2,17.0,332.27,55.33
5.77,11.0,394.95,3.24
21.45,13.0,397.3,51.35
54.57,14.0,113.51,60.87
15.36,7.0,464.17,68.29
23.02,3.0,310.69,89.82
48.11,9.0,219.8,78.36
19.41,14.0,268.02,69.2
4.6,19.0,476.64,90.0
42.95,13.0,448.71,40.77
17.07,16.0,175.36,36.47
24.4,12.0,115.96,86.4
31.5,2.0,294.96,15.98
23.18,11.0,85.94,29.37
35.29,,414.41,9.96
28.67,10.0,189.12,29.7
11.91,10.0,287.43,2.84
14.61,18.0,102.78,58.16
54.27,6.0,421.67,76.37
36.68,14.0,283.79,99.78
35.17,10.0,64.46,45.42
17.49,13.0,6.01,91.76
23.23,9.0,245.83,23.0
37.32,15.0,35.8,51.72
25.44,13.0,465.73,4.05
1.18,13.0,290.05,21.0
50.35,14.0,246.59,70.56
21.62,11.0,64.1,81.51
34.85,7.0,71.47,39.71
18.8,7.0,17.06,46.35
1.22,13.0,415.25,28.51
49.5,9.0,224.13,11.16
12.6,,324.46,72.15
28.56,18.0,189.4,40.3
23.23,8.0,463.75,49.34
36.63,13.0,55.19,8.92
31.07,4.0,337.35,91.82
22.76,,147.16,13.41
5.32,11.0,12.32,91.36
2.11,7.0,181.23,4.24
1.66,9.0,147.14,82.81
32.28,17.0,226.48,3.32
32.98,4.0,420.74,8.83
8.14,,101.29,97.72
37.4,2.0,302.45,11.75
28.85,2.0,366.66,17.42
38.95,,376.75,81.75
48.16,12.0,481.42,0.59
7.28,1.0,350.63,53.78
14.35,13.0,81.21,83.99
13.97,2.0,133.21,70.19
29.23,7.0,488.6,39.86
24.6,12.0,112.47,8.05
51.57,8.0,41.31,39.32
9.64,6.0,36.99,97.43
29.73,13.0,431.75,40.85
37.03,1.0,260.09,81.19
2.2,16.0,69.94,41.64
48.15,1.0,484.59,66.96
30.38,14.0,284.11,90.35
15.9,7.0,244.98,90.36
39.29,19.0,7.03,92.12
43.02,15.0,50.03,35.37
23.54,6.0,60.88,31.11
15.86,,215.07,5.92
57.31,18.0,227.03,56.53
29.55,5.0,25.18,29.84
33.11,17.0,62.08,52.18
16.27,16.0,199.75,4.61
29.6,9.0,53.9,25.19
18.0,17.0,257.24,89.37
39.04,14.0,22.21,72.39
43.31,11.0,334.14,49.8
49.14,,33.9,56.04
15.99,,124.29,28.12
1.58,14.0,372.49,52.09
29.16,4.0,219.67,22.17
48.31,7.0,316.03,82.5
17.0,17.0,128.81,59.96
50.32,14.0,212.03,89.67
48.85,1.0,145.82,46.71
4.5,3.0,444.44,47.83
11.82,19.0,343.05,13.94
14.08,12.0,131.62,25.87
50.08,4.0,302.96,95.84
19.94,17.0,127.18,25.76
26.35,18.0,185.38,77.57
37.31,9.0,216.63,95.31
38.21,10.0,330.08,90.18
5.12,17.0,398.92,60.62
27.61,7.0,449.37,11.05
56.17,,1.37,53.08
31.73,2.0,406.37,4.55
12.33,13.0,420.17,3.06
25.54,15.0,24.26,77.83
7.81,17.0,124.47,35.2
53.58,19.0,207.37,26.12
3.31,14.0,339.44,1.02
43.41,3.0,245.87,16.5
11.99,4.0,302.05,75.1
13.45,18.0,412.05,61.34
41.29,10.0,324.67,54.08
54.07,5.0,353.72,20.5
6.39,14.0,405.03,94.72
12.33,18.0,421.35,17.57
27.39,2.0,19.49,20.22
16.78,3.0,463.98,26.73
23.51,18.0,247.81,87.69
52.41,7.0,270.3,40.35
38.87,19.0,19.4,78.2
10.89,15.0,450.5,18.19
40.12,19.0,291.62,7.78
49.9,,215.17,76.17
59.15,1.0,449.46,28.21
5.08,16.0,212.98,94.12
42.63,7.0,74.06,30.73
42.09,8.0,121.41,26.22
31.41,5.0,56.89,93.98
57.75,16.0,463.52,71.37
47.18,18.0,160.89,34.01
4.44,7.0,95.54,32.77
48.45,18.0,354.24,12.15
32.79,5.0,52.46,47.13
26.58,16.0,25.08,42.0
27.31,17.0,353.12,87.7
24.82,18.0,486.51,77.98
28.27,11.0,432.55,5.47
27.94,15.0,293.76,71.87
6.33,,163.84,13.19
5.15,13.0,427.79,22.54
26.01,6.0,376.03,4.4
47.22,15.0,410.84,13.78
6.48,11.0,145.3,7.43
21.15,6.0,90.5,52.12
44.23,,411.68,46.42
5.64,,496.16,38.02
8.85,,195.59,57.77
31.92,,22.21,70.45
52.98,15.0,222.05,61.34
53.4,14.0,479.78,11.84
34.75,,432.15,10.23
53.77,1.0,307.76,53.63
48.54,,138.68,20.64
26.92,6.0,29.96,12.34
50.63,18.0,142.52,2.89
25.89,,19.37,73.08
58.6,13.0,314.26,59.11
41.83,3.0,56.26,10.98
48.83,1.0,310.58,89.54
35.62,,57.92,84.7
28.96,2.0,126.95,17.77
11.69,15.0,457.93,37.81
15.74,15.0,227.69,47.06
10.14,19.0,159.58,87.64
54.41,12.0,305.84,3.13
33.59,5.0,395.84,36.11
20.05,8.0,285.19,44.31
17.59,,274.19,42.61
12.81,4.0,332.51,19.82
36.5,19.0,130.19,25.87
15.9,10.0,437.8,25.67
54.66,2.0,257.39,52.93
48.42,7.0,448.99,74.06
36.64,14.0,430.62,73.18
11.13,,425.2,22.27
8.18,14.0,4.51,48.3
7.09,18.0,226.08,71.2
8.36,4.0,473.11,79.09
2.63,5.0,257.4,46.18
51.18,7.0,72.32,47.76
46.22,3.0,99.21,94.51
